film_title,imdb_id,url,imdbRating,budget,release_day,release_month,release_year,duration_minutes,main_spoken_language,total_number_of_spoken_languages,total_number_of_genres,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor1_known_for,main_actor1_star_meter,main_actor2_name,main_actor2_is_female,main_actor2_known_for,main_actor2_star_meter,main_actor3_name,main_actor3_is_female,main_actor3_known_for,main_actor3_star_meter,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
8MM,tt0134273,http://www.imdb.com/title/tt0134273/,6.4,40000000,26,2,1999,123,English,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Nicolas Cage,0,Face/Off (1997),133,Joaquin Phoenix,0,Her (2013),4,James Gandolfini,0,The Sopranos (1999),2624,16,Joel Schumacher,0,1,Joel Schumacher,3,Mark Stevens,Columbia Pictures Corporation,3,United States of America,1
A Beautiful Mind,tt0268978,http://www.imdb.com/title/tt0268978/,8.2,60000000,11,12,2001,135,English,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ed Harris,0,The Truman Show (1998),1414,Jennifer Connelly,1,A Beautiful Mind (2001),158,Christopher Plummer,0,Beginners (2010),1541,38,Ron Howard,0,1,Brian Grazer,4,Daniel P. Hanley,Imagine Entertainment,3,United States of America,1
A Big Hand for the Little Lady,tt0060165,http://www.imdb.com/title/tt0060165/,7.4,,31,5,1966,95,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Henry Fonda,0,12 Angry Men (1957),2538,Joanne Woodward,1,"Rachel, Rachel (1968)",1831,Jason Robards,0,"b""All the Presidents Men (1976)""",5699,17,Fielder Cook,0,1,Fielder Cook,1,George R. Rohrs,Eden Productions Inc.,1,United States of America,1
A Blueprint for Murder,tt0045566,http://www.imdb.com/title/tt0045566/,6.8,,1,9,1953,77,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Joseph Cotten,0,Citizen Kane (1941),10678,Jean Peters,1,Niagara (1953),12610,Gary Merrill,0,All About Eve (1950),20338,9,Andrew L. Stone,0,1,Michael Abel,1,William B. Murphy,Twentieth Century Fox Film Corporation,1,United States of America,1
À bout de souffle,tt0053472,http://www.imdb.com/title/tt0053472/,8,,16,3,1960,90,Français,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Jean-Paul Belmondo,0,Pierrot le Fou (1965),6654,Jean Seberg,1,Breathless (1960),6645,Daniel Boulanger,0,none,8855998,31,Jean-Luc Godard,0,1,Georges de Beauregard,1,Cécile Decugis,Société Nouvelle de Cinématographie,3,France,1
A Bridge Too Far,tt0075784,http://www.imdb.com/title/tt0075784/,7.4,22000000,15,6,1977,175,English,5,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Dirk Bogarde,0,The Servant (1963),8508,James Caan,0,The Godfather (1972),2175,Michael Caine,0,The Quiet American (2002),1565,33,Richard Attenborough,0,1,Joseph E. Levine,3,Antony Gibbs,United Artists,2,United Kingdom,2
A Bronx Tale,tt0106489,http://www.imdb.com/title/tt0106489/,7.8,22000000,14,9,1993,121,English,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert De Niro,0,Raging Bull (1980),379,Chazz Palminteri,0,The Usual Suspects (1995),6564,Lillo Brancato,0,A Bronx Tale (1993),7762,31,Robert De Niro,0,1,Robert De Niro,3,David Ray,HBO Films,2,United States of America,1
A Bugs Life,tt0120623,http://www.imdb.com/title/tt0120623/,7.2,120000000,25,11,1998,95,English,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Spacey,0,The Usual Suspects (1995),625,Julia Louis-Dreyfus,1,Seinfeld (1989),2483,Hayden Panettiere,1,Heroes (II) (2006),1044,16,Andrew Stanton,0,2,Darla K. Anderson,2,Lee Unkrich,Walt Disney Pictures,2,United States of America,1
A Bullet for Joey,tt0047904,http://www.imdb.com/title/tt0047904/,6,,15,4,1955,85,English,1,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Edward G. Robinson,0,Key Largo (1948),8200,George Raft,0,They Drive by Night (1940),13814,Audrey Totter,1,The Unsuspected (1947),14856,16,Lewis Allen,0,1,Samuel Bischoff,2,Leon Barsha,Bischoff-Diamond Corporation,1,United States of America,1
A Bunch of Amateurs,tt1171226,http://www.imdb.com/title/tt1171226/,6.1,,17,11,2008,96,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burt Reynolds,0,Boogie Nights (1997),308,Derek Jacobi,0,Gladiator (2000),4025,Samantha Bond,1,Die Another Day (2002),5045,13,Andy Cadiff,0,1,none,0,none,Isle of Man Film,2,United Kingdom,1
A Chorus Line,tt0088915,http://www.imdb.com/title/tt0088915/,6,,10,12,1985,113,English,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Michael Douglas,0,Wonder Boys (2000),969,Alyson Reed,1,High School Musical 3: Senior Year (2008),16002,Audrey Landers,1,A Chorus Line (1985),6832,13,Richard Attenborough,0,1,Cy Feuer,2,John Bloom,Embassy Films,3,United States of America,1
A Christmas Carol,tt1067106,http://www.imdb.com/title/tt1067106/,6.8,200000000,4,11,2009,96,English,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gary Oldman,0,Tinker Tailor Soldier Spy (2011),593,Jim Carrey,0,Bruce Almighty (2003),255,Steve Valentine,0,Crossing Jordan (2001),6739,18,Robert Zemeckis,0,1,none,0,none,Walt Disney,2,United States of America,1
A Christmas Carol,tt0188504,http://www.imdb.com/title/tt0188504/,6.9,,24,12,1977,58,English,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Michael Hordern,0,The Slipper and the Rose: The Story of Cinderella (1976),16602,John Le Mesurier,0,The Italian Job (1969),13224,Bernard Lee,0,Live and Let Die (1973),12058,11,Moira Armstrong,1,1,none,0,none,British Broadcasting Corporation (BBC),1,United Kingdom,1
A Christmas Snow,tt1606191,http://www.imdb.com/title/tt1606191/,5.8,1000000,8,10,2010,112,English,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Catherine Mary Stewart,1,The Last Starfighter (1984),2680,Muse Watson,0,Something to Talk About (1995),9815,Cameron Ten Napel,1,none,9017614,13,Tracy Trost,1,1,Chad Gundersen,1,none,none,0,United States of America,1
A Christmas Story,tt0085334,http://www.imdb.com/title/tt0085334/,8.1,,18,11,1983,94,English,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Melinda Dillon,1,Magnolia (1999),7217,Darren McGavin,0,A Christmas Story (1983),6397,Peter Billingsley,0,A Christmas Story (1983),9627,15,Bob Clark,0,1,Bob Clark,1,Stan Cole,Metro-Goldwyn-Mayer (MGM),2,Canada,2
A Cinderella Story,tt0356470,http://www.imdb.com/title/tt0356470/,5.8,19000000,10,7,2004,95,Český,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hilary Duff,1,The Perfect Man (2005),1849,Jennifer Coolidge,1,A Cinderella Story (2004),2575,Chad Michael Murray,0,One Tree Hill (2003),1207,67,Mark Rosman,0,1,Ilyssa Goodman,4,Cara Silverman,Gaylord Films,4,Canada,2
A Cinderella Story: Once Upon a Song,tt1814614,http://www.imdb.com/title/tt1814614/,6.2,,5,9,2011,88,English,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Lucy Hale,1,Scream 4 (2011),1139,Missi Pyle,1,Galaxy Quest (1999),1710,Megan Park,1,What If (2013),3590,7,Damon Santostefano,0,1,none,0,none,Warner Premiere,1,United States of America,1
A Clockwork Orange,tt0066921,http://www.imdb.com/title/tt0066921/,8.4,2200000,18,12,1971,136,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Malcolm McDowell,0,A Clockwork Orange (1971),2156,Patrick Magee,0,Zulu (1964),15102,Adrienne Corri,1,A Clockwork Orange (1971),14103,19,Stanley Kubrick,0,1,Stanley Kubrick,1,Bill Butler,Hawk Films,2,United Kingdom,2
A Cock and Bull Story,tt0423409,http://www.imdb.com/title/tt0423409/,6.8,,17,7,2005,94,English,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Coogan,0,Philomena (2013),2284,Rob Brydon,0,Marion & Geoff (2000),6443,Keeley Hawes,1,The Bank Job (2008),189,41,Michael Winterbottom,0,1,Andrew Eaton,1,Peter Christelis,Revolution Films,6,United Kingdom,1
A Connecticut Yankee in King Arthurs Court,tt0041259,http://www.imdb.com/title/tt0041259/,6.7,,22,4,1949,106,English,1,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bing Crosby,0,White Christmas (1954),10189,Rhonda Fleming,1,Out of the Past (1947),8653,Cedric Hardwicke,0,The Ten Commandments (1956),18853,14,Tay Garnett,0,1,none,0,none,Paramount Pictures,1,United States of America,1
A Countess from Hong Kong,tt0061523,http://www.imdb.com/title/tt0061523/,6,3500000,5,1,1967,120,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Marlon Brando,0,Apocalypse Now (1979),785,Sophia Loren,1,Two Women (1960),1470,Tippi Hedren,1,The Birds (1963),4183,12,Charlie Chaplin,0,1,Charlie Chaplin,2,Gordon Hales,Universal Pictures,2,United Kingdom,1
A Day at the Races,tt0028772,http://www.imdb.com/title/tt0028772/,7.7,,11,6,1937,111,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Groucho Marx,0,Duck Soup (1933),2622,Chico Marx,0,Duck Soup (1933),20834,Harpo Marx,0,Horse Feathers (1932),13712,13,Sam Wood,0,1,Sam Wood,3,Frank E. Hull,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
A Dirty Shame,tt0365125,http://www.imdb.com/title/tt0365125/,5.1,15000000,12,9,2004,89,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tracey Ullman,0,The Tracey Ullman Show (1987),4354,Johnny Knoxville,0,Bad Grandpa (2013),4173,Selma Blair,1,Cruel Intentions (1999),1245,16,John Waters,0,1,none,0,Jeffrey Wolf,Fine Line Features,4,United States of America,1
A Face in the Crowd,tt0050371,http://www.imdb.com/title/tt0050371/,8.2,,17,10,1957,125,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andy Griffith,0,The Andy Griffith Show (1960),4768,Patricia Neal,1,Hud (1963),7856,Walter Matthau,0,The Odd Couple (1968),4001,15,Elia Kazan,0,1,Elia Kazan,1,Gene Milford,Newtown Productions,2,United States of America,1
A Father ... A Son ... Once Upon A Time In Hollywood,tt0810861,http://www.imdb.com/title/tt0810861/,7.7,,2,9,2005,95,English,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kirk Douglas,0,Spartacus (1960),1804,Michael Douglas,0,Wonder Boys (2000),969,Catherine Zeta-Jones,1,Chicago (2002),684,7,Lee Grant,1,1,Lee Grant,2,none,joseph feury productions,1,United States of America,1
A Few Good Men,tt0104257,http://www.imdb.com/title/tt0104257/,7.6,40000000,11,12,1992,138,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Tom Cruise,0,Top Gun (1986),85,Jack Nicholson,0,Chinatown (1974),476,Demi Moore,1,G.I. Jane (1997),980,16,Rob Reiner,0,1,Andrew Scheinman,3,Robert Leighton,David Brown Productions,1,United States of America,1
A Fish Called Wanda,tt0095159,http://www.imdb.com/title/tt0095159/,7.6,7500000,15,7,1988,108,English,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Cleese,0,A Fish Called Wanda (1988),3288,Jamie Lee Curtis,1,True Lies (1994),135,Kevin Kline,0,Wild Wild West (1999),2432,24,Charles Crichton,0,1,Michael Shamberg,1,John Jympson,Metro-Goldwyn-Mayer (MGM),2,United Kingdom,2
A Funny Thing Happened on the Way to the Forum,tt0060438,http://www.imdb.com/title/tt0060438/,7,,16,10,1966,99,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Zero Mostel,0,The Producers (1967),17489,Phil Silvers,0,The Phil Silvers Show (1955),16218,Buster Keaton,0,The General (1926),1608,16,Richard Lester,0,1,Melvin Frank,1,John Victor-Smith,United Artists,2,United Kingdom,2
A Good Day to Die Hard,tt1606378,http://www.imdb.com/title/tt1606378/,5.4,92000000,6,2,2013,98,English,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Bruce Willis,0,Die Hard (1988),254,Jai Courtney,0,Terminator Genisys (2015),1471,Sebastian Koch,0,The Lives of Others (2006),6890,20,John Moore,0,1,Alex Young,2,Dan Zimmerman,Ingenious Media,9,United States of America,1
A Goofy Movie,tt0113198,http://www.imdb.com/title/tt0113198/,6.8,,7,4,1995,78,English,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bill Farmer,0,Sam and Max Hit the Road (1993),21101,Jason Marsden,0,Spirited Away (2001),3448,Rob Paulsen,0,Animaniacs (1993),6342,15,Kevin Lima,0,2,Dan Rounds,1,Gregory Perler,Walt Disney Pictures,1,United States of America,1
A Guy Named Joe,tt0035959,http://www.imdb.com/title/tt0035959/,7,2627000,1,3,1944,120,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Spencer Tracy,0,"b""Guess Whos Coming to Dinner (1967)""",5607,Irene Dunne,1,The Awful Truth (1937),11177,Van Johnson,0,In the Good Old Summertime (1949),12755,14,Victor Fleming,0,1,Everett Riskin,1,Frank Sullivan,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
A Hard Days Night,tt0058182,http://www.imdb.com/title/tt0058182/,7.7,560000,6,7,1964,88,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,John Lennon,0,"b""A Hard Days Night (1964)""",11892,Paul McCartney,0,"b""Sgt. Peppers Lonely Hearts Club Band (1978)""",6197,George Harrison,0,"b""A Hard Days Night (1964)""",11005,14,Richard Lester,0,1,Walter Shenson,2,John Jympson,Proscenium Films,3,United Kingdom,1
A Haunted House,tt2243537,http://www.imdb.com/title/tt2243537/,5,2500000,11,1,2013,86,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Marlon Wayans,0,White Chicks (2004),3019,Essence Atkins,1,A Haunted House (2013),7078,Nick Swardson,0,"b""Grandmas Boy (2006)""",6825,16,Michael Tiddes,0,1,Marlon Wayans,2,Suzanne Hines,Endgame Entertainment,4,United States of America,1
A High Wind in Jamaica,tt0059269,http://www.imdb.com/title/tt0059269/,6.8,,4,6,1965,103,English,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anthony Quinn,0,Zorba the Greek (1964),4988,James Coburn,0,The Great Escape (1963),3204,Deborah Baxter,1,none,9142169,7,Alexander Mackendrick,0,1,none,0,none,Twentieth Century-Fox Productions,1,United Kingdom,1
A Knights Tale,tt0183790,http://www.imdb.com/title/tt0183790/,6.9,65000000,11,5,2001,132,English,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Heath Ledger,0,Brokeback Mountain (2005),552,Rufus Sewell,0,Dark City (1998),1498,Shannyn Sossamon,1,Wristcutters: A Love Story (2006),1332,16,Brian Helgeland,0,1,Brian Helgeland,3,Kevin Stitt,Columbia Pictures Corporation,4,United States of America,1
A League of Their Own,tt0104694,http://www.imdb.com/title/tt0104694/,7.1,40000000,1,7,1992,128,English,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tom Hanks,0,Cast Away (2000),86,Geena Davis,1,Thelma & Louise (1991),1328,Madonna,1,Evita (1996),3442,27,Penny Marshall,1,1,Robert Greenhut,1,George Bowers,Columbia Pictures,2,United States of America,1
A Life Less Ordinary,tt0119535,http://www.imdb.com/title/tt0119535/,6.4,12000000,24,10,1997,103,English,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ewan McGregor,0,Moulin Rouge! (2001),739,Cameron Diaz,1,"b""Charlies Angels (2000)""",596,Holly Hunter,1,The Piano (1993),1414,15,Danny Boyle,0,1,Andrew Macdonald,1,Masahiro Hirakubo,Channel Four Films,3,United Kingdom,2
A Little Princess,tt0113670,http://www.imdb.com/title/tt0113670/,7.7,17000000,10,5,1995,97,Nederlands,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liesel Matthews,1,A Little Princess (1995),8223,Eleanor Bron,1,A Little Princess (1995),9213,Liam Cunningham,0,Hunger (2008),4478,9,Alfonso Cuarón,0,1,Mark Johnson,1,Steven Weisberg,Warner Bros.,1,United States of America,1
A Lonely Place to Die,tt1422136,http://www.imdb.com/title/tt1422136/,6.3,4000000,9,4,2011,99,English,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Melissa George,1,Hunted (2012),726,Ed Speleers,0,Alice Through the Looking Glass (2016),4589,Eamonn Walker,0,Oz (1997),6239,11,Julian Gilbey,0,1,Michael Loveday,1,none,Carnaby International,3,United Kingdom,1
A Lot Like Love,tt0391304,http://www.imdb.com/title/tt0391304/,6.6,30000000,22,4,2005,107,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ashton Kutcher,0,"b""That 70s Show (1998)""",1199,Amanda Peet,1,A Lot Like Love (2005),1361,Aimee Garcia,1,RoboCop (2014),2552,14,Nigel Cole,0,1,Armyan Bernstein,2,Susan Littenberg,Mile High Productions,4,United States of America,1
A Love Song for Bobby Long,tt0369672,http://www.imdb.com/title/tt0369672/,7.2,,2,9,2004,119,English,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Travolta,0,Battlefield Earth (2000),633,Scarlett Johansson,1,Her (2013),114,Gabriel Macht,0,The Good Shepherd (2006),716,20,Shainee Gabel,0,1,Anson Downes,9,Lisa Fruchtman,Yari Film Group,1,United States of America,1
A Man Apart,tt0266465,http://www.imdb.com/title/tt0266465/,6.1,36000000,4,4,2003,109,English,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vin Diesel,0,Guardians of the Galaxy (2014),577,Larenz Tate,0,Crash (I) (2004),5830,Timothy Olyphant,0,Justified (2010),602,15,F. Gary Gray,0,1,Vin Diesel,6,William Hoy,New Line Cinema,4,Germany,2
A Man for All Seasons,tt0060665,http://www.imdb.com/title/tt0060665/,8,3900000,12,12,1966,120,English,4,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Paul Scofield,0,A Man for All Seasons (1966),16304,Wendy Hiller,1,Murder on the Orient Express (1974),5990,Leo McKern,0,Ladyhawke (1985),16225,25,Fred Zinnemann,0,1,Fred Zinnemann,1,Ralph Kemplen,Columbia Pictures Corporation,2,United Kingdom,1
A Matter of Life and Death,tt0038733,http://www.imdb.com/title/tt0038733/,8.1,,22,8,1946,104,English,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,David Niven,0,Battle Castle (2012),367293,Kim Hunter,1,A Streetcar Named Desire (1951),6471,Kathleen Byron,1,Saving Private Ryan (1998),24325,14,Emeric Pressburger,0,2,Michael Powell,1,Reginald Mills,The Archers,1,United Kingdom,1
A Midnight Clear,tt0102443,http://www.imdb.com/title/tt0102443/,7.3,,24,4,1992,108,English,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Peter Berg,0,Very Bad Things (1998),2968,Kevin Dillon,0,Poseidon (2006),5495,Arye Gross,0,Big Eden (2000),8227,15,Keith Gordon,0,1,Bill Borden,2,Don Brochu,Beacon Communications,2,United States of America,1
A Midsummer Nights Dream,tt0140379,http://www.imdb.com/title/tt0140379/,6.5,11000000,25,4,1999,116,English,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rupert Everett,0,"b""My Best Friends Wedding (1997)""",1635,Calista Flockhart,1,Ally McBeal (1997),3161,Kevin Kline,0,Wild Wild West (1999),2432,17,Michael Hoffman,0,1,Arnon Milchan,2,none,Fox Searchlight Pictures,3,Italy,3
A Mighty Heart,tt0829459,http://www.imdb.com/title/tt0829459/,6.7,16000000,1,1,2007,100,English,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Angelina Jolie,1,Maleficent (2014),441,Dan Futterman,0,Capote (2005),8423,Irrfan Khan,0,The Lunchbox (2013),4906,15,Michael Winterbottom,0,1,Brad Pitt,3,Peter Christelis,Plan B Entertainment,3,France,4
A Mighty Wind,tt0310281,http://www.imdb.com/title/tt0310281/,7.3,6000000,16,4,2003,91,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bob Balaban,0,Gosford Park (2001),6492,Christopher Guest,0,This Is Spinal Tap (1984),1835,John Michael Higgins,0,Pitch Perfect (2012),5179,20,Christopher Guest,0,1,Karen Murphy,1,Robert Leighton,Castle Rock Entertainment,1,United States of America,1
A Night at the Opera,tt0026778,http://www.imdb.com/title/tt0026778/,8.1,,8,11,1935,96,English,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Groucho Marx,0,Duck Soup (1933),2622,Chico Marx,0,Duck Soup (1933),20834,Harpo Marx,0,Horse Feathers (1932),13712,10,Sam Wood,0,1,none,0,William LeVanway,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
A Night at the Roxbury,tt0120770,http://www.imdb.com/title/tt0120770/,6.2,17000000,1,10,1998,81,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Will Ferrell,0,Talladega Nights: The Ballad of Ricky Bobby (2006),505,Chris Kattan,0,A Night at the Roxbury (1998),7776,Jennifer Coolidge,1,A Cinderella Story (2004),2575,15,John Fortenberry,0,1,Amy Heckerling,1,Jay Kamen,Paramount Pictures,2,United States of America,1
A Night in Casablanca,tt0038777,http://www.imdb.com/title/tt0038777/,7.1,,10,5,1946,85,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Groucho Marx,0,Duck Soup (1933),2622,Harpo Marx,0,Horse Feathers (1932),13712,Chico Marx,0,Duck Soup (1933),20834,14,Archie Mayo,0,1,none,0,none,Loma Vista Productions,2,United States of America,1
A Nightmare on Elm Street,tt0087800,http://www.imdb.com/title/tt0087800/,7.5,1800000,14,11,1984,91,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,John Saxon,0,A Nightmare on Elm Street (1984),4133,Ronee Blakley,1,Nashville (1975),17269,Heather Langenkamp,1,A Nightmare on Elm Street (1984),3955,29,Wes Craven,0,1,Robert Shaye,3,Patrick McMahon,New Line Cinema,2,United States of America,1
A Nightmare on Elm Street 3: Dream Warriors,tt0093629,http://www.imdb.com/title/tt0093629/,6.5,5000000,27,2,1987,96,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Robert Englund,0,A Nightmare on Elm Street (1984),2403,Patricia Arquette,1,Boyhood (I) (2014),1337,Heather Langenkamp,1,A Nightmare on Elm Street (1984),3955,28,Chuck Russell,0,1,Robert Shaye,1,Terry Stokes,New Line Cinema,2,United States of America,1
A Nightmare on Elm Street 4: The Dream Master,tt0095742,http://www.imdb.com/title/tt0095742/,5.6,7000000,19,8,1988,99,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Robert Englund,0,A Nightmare on Elm Street (1984),2403,Tuesday Knight,1,A Nightmare on Elm Street 4: The Dream Master (1988),12978,Ken Sagoes,0,A Nightmare on Elm Street 3: Dream Warriors (1987),32797,29,Renny Harlin,0,1,Robert Shaye,2,Michael N. Knue,New Line Cinema,1,United States of America,1
A Nightmare on Elm Street 5: The Dream Child,tt0097981,http://www.imdb.com/title/tt0097981/,5,8000000,11,8,1989,89,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Robert Englund,0,A Nightmare on Elm Street (1984),2403,Lisa Wilcox,1,A Nightmare on Elm Street 4: The Dream Master (1988),14361,Erika Anderson,1,A Nightmare on Elm Street 5: The Dream Child (1989),21608,43,Stephen Hopkins,0,1,Rupert Harvey,2,Brent A. Schoenfeld,New Line Cinema,1,United States of America,1
A Passage to India,tt0087892,http://www.imdb.com/title/tt0087892/,7.4,8000000,14,12,1984,163,English,2,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Judy Davis,1,The Dressmaker (I) (2015),2058,Alec Guinness,0,Star Wars: Episode IV - A New Hope (1977),3776,Peggy Ashcroft,1,The 39 Steps (1935),27958,7,David Lean,0,1,none,0,none,Columbia Pictures,4,United Kingdom,2
A Perfect Getaway,tt0971209,http://www.imdb.com/title/tt0971209/,6.5,14000000,8,6,2009,98,English,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Milla Jovovich,1,The Fifth Element (1997),281,Timothy Olyphant,0,Justified (2010),602,Steve Zahn,0,Sahara (2005),1811,12,David Twohy,0,1,Mark Canton,6,Tracy Adams,Davis Entertainment,5,United States of America,1
A Perfect Murder,tt0120787,http://www.imdb.com/title/tt0120787/,6.4,60000000,5,6,1998,107,العربية,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Michael Douglas,0,Wonder Boys (2000),969,Gwyneth Paltrow,1,Shakespeare in Love (1998),137,Viggo Mortensen,0,The Lord of the Rings: The Return of the King (2003),719,11,Andrew Davis,0,1,Peter Macgregor-Scott,4,Dennis Virkler,Kopelson Entertainment,2,United States of America,1
